Name,Lyrics
ข้อความรูปยิ้ม,"ก่อนจะซับน้ำตาให้ใครต้องดูก่อนว่าในใจ
ใครคนนั้นต้องการให้เรานั้นซับน้ำตาเขาไหม
หวังว่าเธอจะลืม พาไปทะเล
ไม่ว่าจะทำอย่างไรเธอก็ไม่โอเค
ต่อให้ดวงดาราก็ไม่มีราคา
เพียงแค่ข้อความเดียวที่เค้าพิมพ์เข้ามา

ข้อความรูปยิ้ม ข้อความรูปยิ้ม
ที่เธอรอคอยมาทั้งวัน
ข้อความรูปยิ้ม ข้อความรูปยิ้ม
มีแต่เขาไม่เคยมีฉัน

เราแค่มองท้องฟ้าด้วยกัน
แต่ไม่เคยเป็นท้องฟ้าของกันและกัน
เธอแค่ให้อยู่แต่ไม่ให้ฉันเข้าไป
เราแค่นอนฟังเพลงพร้อมกัน
แต่ไม่เคยเป็นเพลงของกันเข้าใจ
เธอแค่ให้อยู่แต่เว้นข้างในให้ใคร

ถ้าทำตัวให้เป็นคนดีกับใครสักครั้ง
ดูให้ชัดว่าเขานั้นลืมคนดีคนเดิมหรือยัง
เดินถือของให้เธอ ถ่ายรูปให้ลง
รูปที่เธอได้ลงก็เพื่อให้เขาเห็น
ต่อให้พยายามไปก็ไม่ได้ความ
เพียงแค่ข้อความเดียวที่เค้าพิมพ์มาตาม

ข้อความรูปยิ้ม
เกลียดที่ตัวเองเศร้าแต่ก็ชอบเธอมีความสุข

เราแค่มองท้องฟ้าด้วยกัน
แต่ไม่เคยเป็นท้องฟ้าของกันและกัน
เธอแค่ให้อยู่แต่ไม่ให้ฉันเข้าไป
เราแค่นอนฟังเพลงพร้อมกัน
แต่ไม่เคยเป็นเพลงของกันเข้าใจ
เธอแค่ให้อยู่แต่เว้นข้างในให้ใคร
เราแค่ดูดวงดาวข้างกัน
แต่ว่าดาวที่เธอนั้นฝันเอาไว้
คือได้เคียงอยู่กับเขาข้างกันเรื่อยไป"
น้ำตาที่เสียไป,"เคยอยู่ตรงนี้ ได้อยู่ข้างๆกัน
ก็จนวันที่ฉันและเธอต้องลา จากไป
มันก็นานแล้ว แต่ยังรู้สึก
ว่าอุ่นจากความรัก ไม่เคยลบเลือนจาง จากไป
ก็ยอมรับว่ายัง คิดถึงอยู่ดี
แต่วันนี้คง จะไม่ร้องไห้อีก
ไม่ต้องห่วงสัญญา ไม่เป็นไร สบายดี
ไม่ได้ต้องการให้ย้อนกลับมา
แค่อยากให้รู้ ว่ายังรักเธออยู่
ไม่ต้องห่วงสัญญา น้ำตาที่ฉันเสียไป
ไม่ได้สูญเปล่าเลย

ผิดที่ตัวฉัน ที่เคยละเลย
และยังคงพร่ำเพ้อละเมอถึงอ้อมกอดวันนั้น

ก็ยอมรับว่ายัง คิดถึงอยู่ดี
แต่วันนี้คง จะไม่ร้องไห้อีก
ไม่ต้องห่วงสัญญา ไม่เป็นไร สบายดี
ไม่ได้ต้องการให้ย้อนกลับมา
แต่อยากให้รู้ ว่าฉันเข้าใจเธอ
ไม่ต้องห่วงสัญญา น้ำตาที่ฉันเสียไป
ไม่ได้สูญเปล่าเลย"
สาริกาลิ้นทอง,"แม่สาริกาลิ้นทอง

เธอก็พูดแบบนี้เป็นครั้งที่ร้อย
แต่ว่าฉันก็เชื่อไปแล้วจนครบหนึ่งร้อย
หลอกให้คล้อยก็คล้อยตาม
ยอมพ่ายแพ้ทุกสงคราม
ใครมาเตือนก็พยายามปกป้องตัวเธอ

ไม่ว่าพูดอะไรฉันก็เชื่อสนิท
จะยังไงก็ตามเธอจะต้องไม่ผิด
ฉันจะแกล้งไม่เห็นเรื่องที่เธอปกปิด
ยอมให้เธอแค่นี้มันจะสักเท่าไหร่
ต่อให้ใครมาถามไม่รู้ไม่รู้
I don’t even care it’s you it’s you
เพราะว่าใจดวงนี้แค่ only you

 ชอบตอนที่เธอทำร้าย
เห็นกงจักรเป็นดอกไม้
ยิ่งโดนเท่าไรเท่าไรก็ไม่จำ

 แค่เธอหว่านล้อม
ฉันก็พร้อมฉันก็พร้อมจะเชื่อใจ
แม้นเธอต้องการการสิ่งใด
ฉันจะหามาให้เธอ
แม้เธอไม่รักไม่เป็นไร
ขอแค่อยู่ใกล้ใกล้เธอ
ฉันยอมเพียงแต่เธอ
แม่สาริกาลิ้นทอง

ฮะโอห่ะโอฮะโอ่ฮะโอ ว่าเจ้าสาริกา
เธอทำให้ชายต้องร่ำต้องร้องต้องนอนจมกองน้ำตา
วาจาน้ำคำเธอทำให้ลุ่มหลง
แค่เพียงได้ฟังก็ล้มลงที่ตรงบาทา

ยอมแล้ว ทูนหัวของบ่าว
จะยกให้เธอเป็นนายหญิง
ถึงแม้จะโดนเธอหลอกจนตายยังดีกว่าโดนทิ้ง
พร้อมจะเพย์ให้เจ้าทุกสิ่ง
รักเขาจริงก็เลยต้องโอนไว

 ชอบตอนที่เธอทำร้าย
เห็นกงจักรเป็นดอกไม้
ยิ่งโดนเท่าไรเท่าไรก็ไม่จำ

 แค่เธอหว่านล้อม
ฉันก็พร้อมฉันก็พร้อมจะเชื่อใจ
แม้นเธอต้องการการสิ่งใด
ฉันจะหามาให้เธอ
แม้เธอไม่รักไม่เป็นไร
ขอแค่อยู่ใกล้ใกล้เธอ
ฉันยอมเพียงแต่เธอ
แม่สาริกาลิ้นทอง


 ชอบตอนที่เธอทำร้าย
เห็นกงจักรเป็นดอกไม้
ยิ่งโดนเท่าไรเท่าไรก็ไม่จำ

 แค่เธอหว่านล้อม
ฉันก็พร้อมฉันก็พร้อมจะเชื่อใจ
แม้นเธอต้องการการสิ่งใด
ฉันจะหามาให้เธอ
แม้เธอไม่รักไม่เป็นไร
ขอแค่อยู่ใกล้ใกล้เธอ
ฉันยอมเพียงแต่เธอ
แม่สาริกาลิ้นทอง


แม่สาริกา
แม่สาริกา
แม่สาริกา
แม่สาริกา

แม้เธอไม่รักไม่เป็นไร
ขอแค่อยู่ใกล้ใกล้เธอ
ฉันยอมเพียงแต่เธอ
แม่สาริกาลิ้นทอง"
แค่ไม่ต้องรักใคร,"มีแค่ฉันคนเดียวใช่ไหม
ที่รักใครแล้วสุดท้ายก็ลาจาก
ในทุกทุกความรักที่เคยผ่านก็ไปได้ไกลแค่นี้แต่โลกไม่เคยใจดีสักครา
เลยทำให้รู้ว่าควรต้องพอสักที
โลกใบนี้คงไม่มีรักที่ดีให้กับฉัน

 พึ่งได้รู้และได้เข้าใจตอนจบเกม
มันไม่มีรางวัลให้คนที่ทุ่มเทอย่างฉัน

 เพราะความรักทำให้ต้องเสียใจ
ฉันจึงเลือกที่จะไม่รักใคร
เพราะทุกครั้งที่ทุ่มเทให้ไป
มันกลับได้แค่ความผิดหวัง
เก็บความรักให้ตัวเองก็พอ
ไม่ต้องขอให้ใครมาเข้าใจ
ถ้าการได้รักต้องเจ็บอย่างนี้
อย่างนั้นขอไม่รักใครอีกเลย

 เพราะความรักทำให้ต้องเสียใจ
ฉันจึงเลือกที่จะไม่รักใคร
เพราะทุกครั้งที่ทุ่มเทให้ไป
มันกลับได้แค่ความผิดหวัง
เก็บความรักให้ตัวเองก็พอ
ไม่ต้องขอให้ใครมาเข้าใจ
ถ้าการได้รักต้องเจ็บอย่างนี้
อย่างนั้นขอไม่รักใครอีกเลย

ถ้าความรักทำให้ฉันเสียใจ
ก็ไม่ต้องรักใคร อีกเลย

ถ้าความรักทำให้ฉันเสียใจ
ก็ไม่ต้องรักใคร อีกเลย
การได้เห็นคนมีความรัก
ถ้าหากมันเป็นฉันสักครั้งก็คงจะดี
แต่ตอนนี้คงไม่ได้ต้องการมันอีกแล้ว

 พึ่งได้รู้และได้เข้าใจตอนจบเกม
มันไม่มีรางวัลให้คนที่ทุ่มเทอย่างฉัน

 เพราะความรักทำให้ต้องเสียใจ
ฉันจึงเลือกที่จะไม่รักใคร
เพราะทุกครั้งที่ทุ่มเทให้ไป
มันกลับได้แค่ความผิดหวัง
เก็บความรักให้ตัวเองก็พอ
ไม่ต้องขอให้ใครมาเข้าใจ
ถ้าการได้รักต้องเจ็บอย่างนี้
อย่างนั้นขอไม่รักใครอีกเลย

ฉันจะไม่รักใครอีกแล้วจะไม่ให้ใจอีก
เพราะทุกนาทีมันคือความเจ็บช้ำ
ถ้าความรักที่มันต้องมีน้ำตา
งั้นฉันไม่รักใครดีกว่า
ทำดีให้ตายแค่ไหนสุดท้ายไม่ดีพอ
ตอนที่มีกันฉันนั้นก็โคตรจะพยายาม"
คลั่งเธอ,"ไม่ใช่เพราะฉันเองอยากมีคนสบตา
อิจฉาใครที่เขารักกัน
รักแล้วทำไมไม่ค่อยเป็นตัวเองแบบนั้น
ออกจะไม่เข้าใจด้วยซ้ำไป

แต่เหมือนว่าเธอนั้นทำบางอย่างกับหัวใจ
ทำให้ฉันต้องกลายมาเป็นแบบนี้
ได้มองเห็นบางอย่างที่ไม่เคยเห็น
และได้รู้สึกแบบที่ไม่เคยเป็น
เพราะเธอ เพราะเธอ คนนี้

ไม่ได้คลั่งรัก แต่ฉันว่าฉันนั้นคลั่งไคล้เธอ
เธอเชื่อไหมนี่เป็นอะไรที่ฉันไม่เคยพบเจอ
เรื่องที่ฉันนั้นยังไม่เคยได้เข้าใจ (because of you)
ไม่ได้คลั่งรัก เป็นแบบนี้เพราะเธอคนเดียวรู้ไหม
ให้เป็นตัวเองก็ยังไม่ไหว
ก็ฉันไม่ได้คลั่งรักแต่คลั่งเธอฟังเพลงรักก็คิดว่าเป็น ของเธอ
คิดถึงเธอไม่ไหวตอนที่เราไม่เจอ
เผลอยิ้มคนเดียว หัวเราะคนเดียว
แค่นึกถึงเรื่องราวของเธอแบบไม่ใช่ตัวฉันสักนิด
เหมือนใส่ฟิลเตอร์สีชมพูไม่ได้คลั่งรัก แต่ฉันว่าฉันนั้นคลั่งไคล้เธอ
เธอเชื่อไหมนี่เป็นอะไรที่ฉันไม่เคยพบเจอ
เรื่องที่ฉันนั้นยังไม่เคยได้เข้าใจไม่ได้คลั่งรัก เป็นแบบนี้เพราะเธอคนเดียวรู้ไหม
ให้เป็นตัวเองก็ยังไม่ไหว
ก็ฉันไม่ได้คลั่งรักแต่คลั่งเธอ"
วันที่นาฬิกาของเราหมุนไปพร้อมกัน,"เหม่อมองดูท้องฟ้า เมื่อมองนาฬิกา
ได้แต่คิดว่าเธอจะทำอะไรอยู่
สบายดีใช่ไหม อากาศเป็นยังไง
รู้ไหมว่าฉันคอยจะรับฟัง

ห่างกันสุดขอบฟ้า
และเข็มของนาฬิกาของเรามันเดินไม่เท่ากัน
แน่นอนว่าฉันจะรอ อย่างเดิมและทุกๆวัน
แม้จะทรมานแทบขาดใจ

แค่คิดถึงเธอทุกนาทีที่จริงยังน้อยไป
ยิ่งห่างกัน ยิ่งรู้ว่าตอนมีเธอมันดีมากเท่าไร
คืนวันที่ไม่มีเธอ คือนานและเหงาเกินไป
เธอจะรู้บ้างไหม ว่าคิดถึงเธอแค่ไหน

คิดถึงเธอทุกวินาทีเธอคือลมหายใจ
ไม่มีเธอ ฉันคงจะทนอยู่ไม่ไหวจริงๆ
โลกดูไม่เหมือนเดิมเมื่อเธอไป
จะรอให้ถึงวันใด ที่นาฬิกาเราหมุนไปพร้อมๆกัน

เธอจะเคยบ้างไหม หลับตาลงเมื่อใด
ได้แต่คิดถึงเธอจนฝันจนละเมอ
เปิดข้อความทุกครั้ง ก็อยากให้เป็นเธอ
แอบเผลอร้องเพลงที่เธอนั้นชอบฟัง

ห่างกันสุดขอบฟ้า
และเข็มของนาฬิกาของเรามันเดินไม่เท่ากัน
แน่นอนว่าฉันจะรอ อย่างเดิมและทุกๆวัน
แม้จะทรมานแทบขาดใจ

แค่คิดถึงเธอทุกนาทีที่จริงยังน้อยไป
ยิ่งห่างกัน ยิ่งรู้ว่าตอนมีเธอมันดีมากเท่าไร
คืนวันที่ไม่มีเธอ คือนานและเหงาเกินไป
เธอจะรู้บ้างไหม ว่าคิดถึงเธอแค่ไหน

คิดถึงเธอทุกวินาทีเธอคือลมหายใจ
ไม่มีเธอ ฉันคงจะทนอยู่ไม่ไหว จริงๆ
โลกดูไม่เหมือนเดิมเมื่อเธอไป
จะรอให้ถึงวันใด ที่นาฬิกาเราหมุนไปพร้อมๆกัน

ฉันรู้มันไม่ง่ายเลยที่เราไม่ได้เจอกัน
ก็เพราะฝันนั้นที่ยังแสนไกล
แค่เพียงเรานั้นมีกันและกัน
สักวันพายุจะผ่าน เปลี่ยนเป็นวันที่ฟ้าสดใส

แค่คิดถึงเธอทุกนาทีที่จริงยังน้อยไป
ยิ่งห่างกัน ยิ่งรู้ว่าตอนมีเธอมันดีมากเท่าไร
คืนวันที่ไม่มีเธอ คือนานและเหงาเกินไป
เธอจะรู้บ้างไหม ว่าคิดถึงเธอแค่ไหน

คิดถึงเธอทุกวินาทีเธอคือลมหายใจ
ไม่มีเธอ ฉันคงจะทนอยู่ไม่ไหว จริงๆ
โลกดูไม่เหมือนเดิมเมื่อเธอไป
จะรอให้ถึงวันใด ที่นาฬิกาเราหมุนไปพร้อมๆกัน"
ไม่พูดหน่อยเหรอ,"จะไม่พูดอะไรหน่อยเหรอ
เหตุผลที่เธอต้องไป
จะไม่บอกลากันเลยหรือยังไง

ไม่เจอกันนานนะเธอ
ตั้งแต่วันที่เราแยกทางกันไป
ไม่รู้ว่าเพราะอะไร ทำไมเธอจึงต้องทิ้งไป
เป็นเพราะฉันไม่ดีใช่ไหม
ก็เลยอยากมาถามด้วยความที่ค้างใจ
หรือเธอพบใคร เธอจึงหายไปอย่างนั้น

 แต่จะไม่โกรธเธอเลย
ถ้าในวันนั้นพูดกันตรงๆ ให้เข้าใจ
ไม่ใช่อยู่ๆ ก็มาหายไปอย่างนี้

 จะไม่พูดอะไรหน่อยเหรอ
เหตุผลที่เธอต้องไป
จะไม่บอกลากันเลยหรือยังไง
อยู่ๆ ก็หายไป
ฝากไว้แค่เพียงความเหงา
ปล่อยให้ฉันทำได้แค่เดา
ว่ามันเกิดอะไรกับรักของสองเรา
แค่อยากรู้เรื่องราววันนั้นมันเกิดอะไร

มันยังไม่นานเกินพอจะให้ลืม
ความเจ็บมันยังเกาะกินในหัวใจ
ต้องอยู่กับความสงสัย
ที่เธอทำคืออะไร ไม่มีคำร่ำลาเลยสักคำ

 แต่จะไม่โกรธเธอเลย
ถ้าในวันนั้นพูดกันตรงๆ ให้เข้าใจ
ไม่ใช่อยู่ๆ ก็มาหายไปอย่างนี้

 จะไม่พูดอะไรหน่อยเหรอ
เหตุผลที่เธอต้องไป
จะไม่บอกลากันเลยหรือยังไง
อยู่ๆ ก็หายไป
ฝากไว้แค่เพียงความเหงา
ปล่อยให้ฉันทำได้แค่เดา
ว่ามันเกิดอะไรกับรักของสองเรา
แค่อยากรู้เรื่องราววันนั้นมันเกิดอะไร"
กรวดน้ำตา,"กลั่นหยดน้ำ กรองด้วยความระทม
เก็บสะสม น้ำตาจากความผิดหวัง
รักที่ลวงหัวใจ
ช้ำทรวงในระกำ
หอบความช้ำมากรวดน้ำตาให้เธอ

ไหลลงจากหัวใจสู่ดิน
ให้เเม่ธรณีได้ยิน
เกิดชาติหน้าฉันใด
อธิษฐานให้ใจ
ไม่แตกสลายเหมือนในชาตินี้

ขอให้โชคชะตา ทำให้เราหากันไม่เจอ
ขอให้ฉันเเละเธอไม่รู้สึกรักเเละไม่ผูกพัน
ขอให้เธอรักเขา โดยไม่รู้จักฉัน
ขอให้กรรมทุกกรรมจบในชาตินี้
ให้หมดทุกกรรม

สิ่งทั้งหลาย ขออโหสิกรรม
ไม่เคืองเเค้นฝังจำไปมากกว่านี้
ขอให้เธอโชคดี
ทุกกรรมที่เคยมี
ให้อภัยผ่านหยดน้ำตาเหล่านี้

ไหลลงจากหัวใจสู่ดิน
ให้เเม่ธรณีได้ยิน
เกิดชาติหน้าฉันใด
อธิษฐานให้ใจ
ไม่แตกสลายเหมือนในชาตินี้

ขอให้โชคชะตา ทำให้เราหากันไม่เจอ
ขอให้ฉันเเละเธอไม่รู้สึกรักเเละไม่ผูกพัน
ขอให้เธอรักเขา โดยไม่รู้จักฉัน
ขอให้กรรมทุกกรรมจบในชาตินี้
ให้หมดทุกกรรม

พอซักทีกับความผิดหวัง
ใจที่พังก็ปล่อยทิ้งไป
รักที่มีแต่ความเจ็บช้ำ
ร้องไห้ต่อไปก็เปลืองน้ำตา

ขอให้โชคชะตา ทำให้เราหากันไม่เจอ
ขอให้ฉันเเละเธอไม่รู้สึกรักเเละไม่ผูกพัน
ขอให้เธอรักเขา โดยไม่รู้จักฉัน
ขอให้กรรมทุกกรรมจบในชาตินี้
ให้หมดทุกกรรม

ขอเอาคำว่ารัก ที่เธอให้คืนไปทุกคำ
ขอคืนภาพความฝันที่วาดเอาไว้ในวันสุขสันต์
ไออุ่นในอ้อมเเขน ตอนที่เธอกอดฉัน
ขอให้กรรมทุกกรรมจบในชาตินี้
ให้หมดทุกกรรม

ไออุ่นในอ้อมเเขน ตอนที่เธอกอดฉัน
ขอให้กรรมทุกกรรมจบสิ้นจากนี้
ไปชั่วนิรันดร์"
คงดีถ้าเป็นเขา,"มันเจ็บ ที่เธอไม่เคยสนใจ
ยิ่งพยายามทำให้เธอรักเท่าไหร่
ยิ่งดูอึดอัดใจ
ฉันคงต้องยอมให้เค้าใช่ไหม
ฉันยังไม่ดีหรือติดตรงไหน
ถึงทำให้เหินห่างไป

ความรู้สึกที่เธอให้เขามันพอแบ่งมาให้ฉันได้บ้างไหมเธอ
มันเจ็บใจทุกครั้งที่เธอให้เค้าไปหมดใจ

อยากเป็นคนที่เธอรักแบบเขาที่ไม่ต้องพยายาม
ไม่มีข้อแก้ไขอะไร เธอก็รัก มันดีกว่าที่ฉัน
ต้องพยายาม ให้เธอรัก ให้เธอสนใจ
บอกทีว่าฉันยังมีโอกาสอยู่อีกไหม
หรือทั้งหมดใจเธอมีไว้ให้แค่เขาเท่านั้น

ความรู้สึกที่เธอให้เขามันพอแบ่งมาให้ฉันได้บ้างไหมเธอ
มันเจ็บใจทุกครั้งที่เธอให้เค้าไปหมดใจ

อยากเป็นคนที่เธอรักแบบเขาที่ไม่ต้องพยายาม
ไม่มีข้อแก้ไขอะไร เธอก็รัก มันดีกว่าที่ฉัน
ต้องพยายาม ให้เธอรัก ให้เธอสนใจ
บอกทีว่าฉันยังมีโอกาสอยู่อีกไหม
หรือทั้งหมดใจเธอมีไว้ให้แค่เขาเท่านั้น

ก็หวังว่าเธอคงจะเห็นใจ
กับสิ่งที่ฉันได้ทุ่มเทไป ก็เพราะรัก

อยากเป็นคนที่เธอรักแบบเขาที่ไม่ต้องพยายาม
ไม่มีข้อแก้ไขอะไร เธอก็รัก มันดีกว่าที่ฉัน
ต้องพยายาม ให้เธอรัก ให้เธอสนใจ
บอกทีว่าฉันยังมีโอกาสอยู่อีกไหม
หรือทั้งหมดใจเธอมีไว้ให้แค่เขาเท่านั้น

หรือถ้าเธอคิดจะไม่รักฉันจะยอมถอยให้เธอ"
ฝังใจ,"ทั้งที่อยู่ข้างกัน แต่เหมือนไม่อยู่ด้วยกัน
ตอนเธอบอกรักฉัน หมายถึงฉันจริงๆ ใช่ไหม
เพราะฉันรู้สึกว่าเธอยังไม่ลืมเขา
เธอชอบเอาเขามาแทรกกลางระหว่างเรา
ยิ่งคบกันแล้วทำไมฉันยิ่งเหงา เริ่มจะทนไม่ได้

ถ้าอดีตของเธอ มันยังคงฝังใจ
เธอจะดึงฉันเข้ามาทำไม ถ้าทิ้งเขาไปจากใจไม่ได้
ถ้าเธอยังคงรักเขา แล้ววันนี้เรื่องของเราคืออะไร
ถ้าอดีตของเธอ ยังคงไม่หายไป
เธอจะดึงฉันเข้ามาทำไม ถ้าทิ้งเขาไปจากใจไม่ได้
ถ้าใจเธอยังมีเขา ไม่เคยลืมแฟนเก่า
แล้วยังจะมีฉันไปทำไม

เพราะฉันรู้สึกว่าเธอยังไม่ลืมเขา
เธอชอบเอาเขามาแทรกกลางระหว่างเรา
ยิ่งคบกันแล้วทำไมฉันยิ่งเหงา เริ่มจะทนไม่ได้

ถ้าอดีตของเธอ มันยังคงฝังใจ
เธอจะดึงฉันเข้ามาทำไม ถ้าทิ้งเขาไปจากใจไม่ได้
ถ้าเธอยังคงรักเขา แล้ววันนี้เรื่องของเราคืออะไร
ถ้าอดีตของเธอ ยังคงไม่หายไป
เธอจะดึงฉันเข้ามาทำไม ถ้าทิ้งเขาไปจากใจไม่ได้
ถ้าใจเธอยังมีเขา ไม่เคยลืมแฟนเก่า
แล้วยังจะมีฉันไปทำไม

ถ้าอดีตของเธอ ยังคงไม่หายไป
เธอจะดึงฉันเข้ามาทำไม ถ้าทิ้งเขาไปจากใจไม่ได้
ถ้าใจเธอยังมีเขา ไม่เคยลืมแฟนเก่า
แล้วยังจะมีฉันไปทำไม"
อยู่คนเดียวกับเขา,"เหมือนเดิม กี่ทีก็เหมือนเดิม
ทุกครั้งที่เราทะเลาะกัน เธอจะหายไป
ฉันเอง ก็อยากจะคุยให้เข้าใจ
แต่เธอพูดมา ว่าเธออยากอยู่คนเดียว

แต่ทุกครั้งที่เธอบอกว่าอยากอยู่แค่เพียงลำพัง
ฉันรู้ว่ายังมีอีกคนอยู่ข้างๆ เธอ

ถ้าอยากอยู่คนเดียวกับเขา
ก็จบกันไปเลยรักเรา
อย่าทำแบบนี้ได้หรือเปล่า
ฉันรู้ทัน
แค่บอกมาคำเดียวเท่านั้น
ว่าเธอหมดใจที่ให้กัน
อย่ามาบอกฉันว่าเธอต้องการจะอยู่คนเดียว
ในเมื่อเธออยู่กันสองคน

รู้มานาน แต่ยังให้เวลา
ยังหวังว่าในไม่ช้าเธอคงกลับใจ
แต่ทุกครา เธอกลับเข้ามาหาเรื่องใส่
สุดท้ายลงเอยด้วยการอยากอยู่คนเดียว

แต่ทุกครั้งที่เธอบอกว่าอยากอยู่แค่เพียงลำพัง
ฉันรู้ว่ายังมีอีกคนอยู่ข้างๆ เธอ

ถ้าอยากอยู่คนเดียวกับเขา
ก็จบกันไปเลยรักเรา
อย่าทำแบบนี้ได้หรือเปล่า
ฉันรู้ทัน
แค่บอกมาคำเดียวเท่านั้น
ว่าเธอหมดใจที่ให้กัน
อย่ามาบอกฉันว่าเธอต้องการจะอยู่คนเดียว
ในเมื่อเธออยู่กับเขา

แม้สุดท้ายฉันต้องเจ็บสักเท่าไหร่
แต่การยอมปล่อยเธอไปคงดีกว่า
การยอมแกล้งโง่อยู่อย่างนี้

ถ้าอยากอยู่คนเดียวกับเขา ก็จบกันไป
เลยรักเรา อย่าทำแบบนี้ได้หรือเปล่า ฉันรู้ทัน
แค่บอกมาคำเดียวเท่านั้น ว่าเธอหมดใจที่ให้กัน
อย่ามาบอกฉันว่าเธอต้องการจะอยู่คนเดียว
ในเมื่อเธออยู่กับเขา"
ฤดูของเธอ,"ต่อให้ฤดูหนาวพัดผ่านมา
ก็ไม่มีวันไหนเลยสักครา
ที่ใจของฉันนั้นแปรเปลี่ยน
ยังคงเก็บไว้
นาฬิกาที่แขวนไว้บนเตียง
ยังคงเป็นเสียงเธอ

จะแดดหรือพายุหนักแค่ไหน
ก็ไม่เคยจะกลัวอะไรเข้ามา
พายุที่ซัดพัดเข้ามา
เดี๋ยวก็ผ่านไป
แต่ฉันจะรอตรงนี้ทุกเวลา
ไม่เคยไปไหน

ฝากฝนกระซิบบอกไป
ฝากดาราบนฟ้าที่ลอยมากมาย
จากนี้และตลอดไป
ให้เธอได้รู้เอาไว้

ฉันจะบอกว่ารักให้เธอได้ยินสักหมื่นครั้ง
พูดให้ฟังว่าฉันรักเธอทุกวันอีกหมื่นที
ให้ราตรีนี้เป็นพยาน
ดาวนับล้าน
ว่าฉันจะมีแค่เธอมีแค่เธอไปแสนปี

จะบอกว่ารักให้เธอได้ยินสักหมื่นครั้ง
พูดให้ฟังว่าฉันรักเธอทุกวัน
จากนี้และนานเท่านาน
สัญญาต่อให้เข้าฤดูไหน
ใจฉันก็อยู่ฤดูของเธอนานแค่ไหนฉันก็จะยืนอยู่ข้างเธอ
สบตากันทุกครั้งที่ได้พบเจอ
แค่เพียงเธอและฉัน

ฝากฝนกระซิบบอกไป
ฝากดาราบนฟ้าที่ลอยมากมาย
จากนี้และตลอดไป
ให้เธอได้รู้เอาไว้

ฉันจะบอกว่ารักให้เธอได้ยินสักหมื่นครั้ง
พูดให้ฟังว่าฉันรักเธอทุกวันอีกหมื่นที
ให้ราตรีนี้เป็นพยาน
ดาวนับล้าน
ว่าฉันจะมีแค่เธอมีแค่เธอไปแสนปี

จะบอกว่ารักให้เธอได้ยินสักหมื่นครั้ง
พูดให้ฟังว่าฉันรักเธอทุกวัน
จากนี้และนานเท่านาน"
ดีซะกว่า,"อาจเป็นเพราะฉันเองคงชินกับการมีเธอเคียงข้างกัน
จะสุขสมหวังหัวเราะร้องไห้ ฉันก็มีเธอเคียงข้างกัน
ฉันมีความสุขที่มีเธอ หันหน้าไปก็เจอเธอทุกเวลา

แต่ก็ไม่รู้เมื่อไรที่มันเริ่มจะก่อตัวในหัวใจ
มากเกินลึกซึ้งเกินคำว่าเพื่อนกัน มันเพิ่งทำความเข้าใจ
ฉันคอยบอกตัวเองประจำ สักวันจะบอกเธอว่าคิดยังไง

แต่เมื่อฉันล้มลงเธอยื่นมือ บอกว่าไม่เป็นไร
เธอฉุดให้ฉันยืนและพูดมาว่าไม่ต้องเกรงใจ
เพราะว่าเรามันเป็นเพื่อนกัน
มีเธอมีฉันเราเป็นเพื่อนกันตลอดไป
แล้วฉันควรทำตัวอย่างไร

เพราะความจริงที่ฉันไม่มีเธอต่อไป มันทำให้ใจฉันไม่กล้าอยู่ตรงนี้ได้ยืนข้างเธออยู่อย่างนี้
ฉันว่ามันยังดีซะกว่า

เพราะว่ารักของฉันมันมากเกินกว่า
กว่าจะยอมเสียน้ำตาให้การไม่มีเธอ
อยู่ตรงนี้

ฉันแค่กลัวสูญเสียเธอ
ไม่อยากยืนลำพังไม่มีเธอ
เพราะฉันแค่กลัวสูญเสียเธอ
ไม่อยากยืนลำพังไม่มีเธอ
เพราะฉันแค่กลัวสูญเสียเธอ
ฉันไม่อาจจะยืนโดยไม่มีเธอ
อยู่ตรงนี้ได้ยืนข้างเธออยู่อย่างนี้
ฉันว่ามันยังดีซะกว่า"
